Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Is_Hit,Hit_Status
Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,76,16.0,7.8,22.0,Genki,T,0,Thường
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,41,19.0,5.3,37.0,Gust,E10+,0,Thường
Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0.0,0.0,0.1,33,11.0,6.3,6.0,Saffire,T,0,Thường
Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0.0,0.01,0.1,65,11.0,7.5,4.0,Beenox,E,0,Thường
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.0,0.03,0.07,0.01,0.1,65,12.0,7.8,63.0,Frima Studio,M,0,Thường
Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80,15.0,8.0,5.0,Treyarch,E,0,Thường
NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49,35.0,3.1,45.0,EA Tiburon,E,0,Thường
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.1,37,5.0,4.1,33.0,EA Bright Light,T,0,Thường
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,25,4.0,3.5,4.0,FrontLine Studios,E,0,Thường
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0.0,0.01,0.1,49,9.0,8.0,11.0,High Voltage Software,E10+,0,Thường
Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0.0,0.01,0.1,75,22.0,7.5,106.0,Capcom,M,0,Thường
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1,75,50.0,8.8,4.0,InXile Entertainment,T,0,Thường
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,78,47.0,8.3,13.0,The Behemoth,T,0,Thường
Myst,DS,2007,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,43,25.0,3.5,6.0,Hoplite Research,E,0,Thường
nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1,64,49.0,7.1,16.0,Techland,E10+,0,Thường
Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,77,21.0,8.6,8.0,Ubisoft Montreal,T,0,Thường
Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,55,59.0,6.1,41.0,Cavia Inc.,M,0,Thường
Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1,77,12.0,7.5,14.0,Griptonite Games,E10+,0,Thường
Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,0.09,0.0,0.0,0.01,0.1,67,5.0,7.3,8.0,Crave,E10+,0,Thường
Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,32,4.0,1.8,4.0,505 Games,T,0,Thường
NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1,69,17.0,7.7,7.0,Backbone Entertainment,E,0,Thường
Silent Scope Complete,XB,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1,69,25.0,7.4,5.0,Konami,M,0,Thường
King's Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1,60,14.0,8.5,13.0,From Software,T,0,Thường
Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,17,11.0,1.7,37.0,Team 17,M,0,Thường
Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0.0,0.0,0.1,84,51.0,7.7,39.0,Quantic Dream,M,0,Thường
Sneakers,XB,2002,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,28,13.0,4.6,8.0,Media Vision,E,0,Thường
NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,75,37.0,6.1,24.0,2K Sports,E10+,0,Thường
X-Men: Destiny,Wii,2011,Action,Activision,0.07,0.02,0.0,0.01,0.1,36,10.0,4.5,15.0,Silicon Knights,T,0,Thường
College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,0.1,82,17.0,9.2,6.0,2K Sports,E,0,Thường
Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,73,36.0,8.2,35.0,Grasshopper Manufacture,E10+,0,Thường
Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.09,0.0,0.0,0.01,0.1,62,19.0,8.0,8.0,High Voltage Software,T,0,Thường
Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0.0,0.01,0.1,43,12.0,5.0,56.0,,,0,Thường
Predator: Concrete Jungle,XB,2005,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1,46,17.0,8.0,10.0,Eurocom Entertainment Software,M,0,Thường
Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1,65,33.0,7.7,14.0,ArtePiazza,E10+,0,Thường
Universal Studios Theme Parks Adventure,GC,2001,Misc,Kemco,0.08,0.02,0.0,0.0,0.1,39,11.0,2.9,11.0,Kemco,T,0,Thường
Steins;Gate,PSV,2013,Adventure,PQube,0.04,0.04,0.0,0.02,0.1,83,16.0,9.2,87.0,5pb,M,0,Thường
Rocky: Legends,XB,2004,Action,Ubisoft,0.07,0.02,0.0,0.0,0.1,67,21.0,5.2,6.0,Venom Games,T,0,Thường
Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1,42,19.0,8.3,18.0,Starsphere Interactive,E,0,Thường
Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,71,28.0,5.9,94.0,Other Ocean Interactive,T,0,Thường
EVE: Valkyrie,PS4,2016,Shooter,CCP,0.03,0.05,0.0,0.02,0.1,73,26.0,6.3,37.0,CCP,T,0,Thường
Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,28,16.0,0.9,50.0,Dimps Corporation,T,0,Thường
The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73,13.0,6.8,50.0,Ivory Tower,T,0,Thường
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53,31.0,6.0,79.0,Kadokawa,M,0,Thường
NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1,52,46.0,5.5,65.0,Rebellion,M,0,Thường
MotoGP 07,PS2,2007,Racing,Capcom,0.05,0.04,0.0,0.01,0.1,62,26.0,9.1,7.0,Milestone,E,0,Thường
Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53,19.0,7.2,22.0,Gaijin Entertainment,M,0,Thường
Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0.0,0.01,0.1,55,10.0,4.2,5.0,Red Fly Studio,T,0,Thường
Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,51,15.0,5.9,14.0,AQ Interactive,E,0,Thường
F1 2014,PC,2014,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1,61,20.0,4.8,65.0,Codemasters Birmingham,E,0,Thường
Harvest Moon: Frantic Farming,DS,2009,Puzzle,Rising Star Games,0.08,0.0,0.0,0.01,0.1,72,7.0,6.8,6.0,Natsume,E,0,Thường
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,63,27.0,6.6,10.0,Tri-Crescendo,E10+,0,Thường
Shining Force EXA,PS2,2007,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1,64,24.0,7.3,17.0,Neverland,E10+,0,Thường
Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,71,8.0,7.6,27.0,Bec,E10+,0,Thường
MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,56,15.0,5.5,4.0,Behaviour Interactive,E10+,0,Thường
Guilty Gear Isuka,PS2,2004,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,73,39.0,7.5,13.0,Arc System Works,T,0,Thường
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,71,7.0,8.2,5.0,Loose Cannon Studios,E10+,0,Thường
Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,0.1,88,24.0,8.3,280.0,Yacht Club Games,E,0,Thường
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.0,0.06,0.01,0.1,66,25.0,7.3,24.0,Experience Inc.,M,0,Thường
MotoGP 2,XB,2003,Racing,THQ,0.07,0.02,0.0,0.0,0.1,87,23.0,8.5,14.0,Climax Group,E,0,Thường
Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,62,25.0,6.2,32.0,IR Gurus,T,0,Thường
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,71,30.0,7.7,43.0,Gust,T,0,Thường
Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1,86,4.0,8.4,12.0,KCET,T,0,Thường
Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.06,0.01,0.1,71,29.0,6.5,15.0,Omega Force,T,0,Thường
Steel Battalion,XB,2002,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1,83,20.0,8.5,20.0,Capcom,T,0,Thường
Power Stone Collection,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.1,74,34.0,6.8,6.0,Capcom,T,0,Thường
Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1,58,16.0,5.9,28.0,Papaya Studios,E10+,0,Thường
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1,78,30.0,7.7,17.0,BudCat,E,0,Thường
SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1,48,19.0,4.8,6.0,SNK Playmore,T,0,Thường
Medieval II: Total War,PC,2006,Strategy,Sega,0.0,0.08,0.0,0.02,0.1,88,39.0,8.9,648.0,Creative Assembly,T,0,Thường
Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.1,44,25.0,4.8,76.0,8Monkey Labs,M,0,Thường
Skylanders Imaginators,XOne,2016,Platform,Activision,0.05,0.04,0.0,0.01,0.1,78,14.0,6.0,8.0,Toys for Bob,E10+,0,Thường
Minority Report: Everybody Runs,XB,2002,Action,Activision,0.07,0.02,0.0,0.0,0.1,54,18.0,5.0,4.0,Treyarch,T,0,Thường
NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1,66,13.0,5.3,6.0,Exient Entertainment,E,0,Thường
One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games,0.0,0.02,0.07,0.0,0.1,62,4.0,7.8,10.0,Spike Chunsoft,T,0,Thường
Rio,X360,2011,Misc,THQ,0.05,0.03,0.0,0.01,0.09,60,16.0,7.0,7.0,Eurocom Entertainment Software,E10+,0,Thường
Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.07,0.02,0.0,0.0,0.09,61,43.0,4.1,9.0,Cyberlore Studios,M,0,Thường
Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,61,11.0,8.3,7.0,Argonaut Games,E,0,Thường
Barnyard,PS2,2006,Action,THQ,0.05,0.04,0.0,0.01,0.09,62,13.0,8.7,10.0,Blue Tongue Entertainment,E10+,0,Thường
Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0.0,0.04,0.04,0.01,0.09,80,36.0,6.2,114.0,Capcom,T,0,Thường
MindJack,X360,2011,Shooter,Square Enix,0.07,0.02,0.0,0.01,0.09,43,42.0,1.2,116.0,FeelPlus,M,0,Thường
Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,66,17.0,7.3,10.0,Blitz Games,E,0,Thường
Glory Days 2,DS,2007,Strategy,Ghostlight,0.08,0.0,0.0,0.01,0.09,73,28.0,7.3,6.0,odenis studio,E10+,0,Thường
Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,71,11.0,7.9,17.0,Nintendo,E,0,Thường
Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.07,0.02,0.0,0.0,0.09,65,25.0,6.4,7.0,Climax Group,T,0,Thường
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.05,0.03,0.0,0.02,0.09,59,11.0,6.3,4.0,Vicious Cycle,E10+,0,Thường
Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,Idea Factory,0.08,0.0,0.0,0.01,0.09,79,4.0,8.3,30.0,Idea Factory,M,0,Thường
Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,61,13.0,7.8,6.0,Climax Group,E,0,Thường
Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,65,35.0,4.6,106.0,Realmforge Studios,M,0,Thường
Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0.0,0.0,0.01,0.09,70,8.0,8.0,6.0,Now Production,E,0,Thường
Winter Stars,X360,2011,Sports,Deep Silver,0.05,0.03,0.0,0.01,0.09,46,9.0,6.5,4.0,49Games,E,0,Thường
Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.09,63,26.0,6.8,16.0,Omega Force,T,0,Thường
Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.09,87,26.0,7.5,435.0,Criterion Games,E10+,0,Thường
Forever Kingdom,PS2,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64,13.0,7.8,6.0,From Software,T,0,Thường
Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0.0,0.0,0.09,63,13.0,4.8,4.0,3d6 Games,T,0,Thường
The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09,68,24.0,7.7,26.0,Microvision,T,0,Thường
Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.08,0.01,0.0,0.01,0.09,38,22.0,3.5,37.0,Atomic Motion,T,0,Thường
Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.01,0.09,92,21.0,9.0,801.0,Ensemble Studios,T,0,Thường
Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.08,0.01,0.0,0.01,0.09,42,10.0,1.0,7.0,Tamsoft,E10+,0,Thường
Shining Tears,PS2,2004,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09,61,14.0,6.5,11.0,Nex Entertainment,T,0,Thường
MotoGP,XB,2002,Racing,THQ,0.07,0.02,0.0,0.0,0.09,84,18.0,8.4,16.0,Climax Group,E,0,Thường
Scaler,PS2,2004,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,70,20.0,8.6,18.0,Artificial Mind and Movement,E,0,Thường
Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09,72,32.0,5.6,216.0,Microsoft Game Studios,M,0,Thường
Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,82,46.0,8.5,13.0,Treasure,T,0,Thường
Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.09,56,29.0,7.0,24.0,BudCat,T,0,Thường
Beaterator,PSP,2009,Misc,Take-Two Interactive,0.06,0.02,0.0,0.02,0.09,80,44.0,7.8,12.0,Rockstar Leeds,E,0,Thường
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,64,21.0,5.2,52.0,Spellbound,T,0,Thường
Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,86,33.0,8.7,61.0,BudCat,T,0,Thường
Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.01,0.0,0.01,0.09,58,15.0,8.5,8.0,The Game Factory,E10+,0,Thường
Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0.04,0.0,0.01,0.09,63,9.0,7.3,23.0,Black Ship Games,T,0,Thường
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.05,0.02,0.0,0.02,0.09,44,49.0,5.5,163.0,PlatinumGames,T,0,Thường
Ribbit King,PS2,2003,Sports,Atari,0.05,0.04,0.0,0.01,0.09,58,10.0,6.5,4.0,Bandai,E,0,Thường
Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,0.09,78,28.0,8.5,15.0,The Behemoth,T,0,Thường
Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.09,0.0,0.0,0.01,0.09,52,29.0,7.0,4.0,Tecmo,T,0,Thường
Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,94,32.0,8.7,121.0,Team Ninja,M,0,Thường
Touch Detective,DS,2006,Adventure,505 Games,0.06,0.02,0.0,0.01,0.09,60,25.0,6.8,6.0,BeeWorks,E10+,0,Thường
Trivial Pursuit unhinged,XB,2004,Misc,Atari,0.07,0.02,0.0,0.0,0.09,58,10.0,8.0,4.0,Artech Studios,T,0,Thường
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,67,15.0,3.8,4.0,EA Canada,E,0,Thường
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.09,46,13.0,7.6,17.0,Art,E10+,0,Thường
Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,59,25.0,8.6,43.0,Eighting,M,0,Thường
Atari Classics Evolved,PSP,2007,Misc,Atari,0.08,0.0,0.0,0.01,0.09,64,17.0,6.0,4.0,Stainless Games,E,0,Thường
I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,77,18.0,7.6,8.0,Argonaut Games,T,0,Thường
Steins;Gate 0,PSV,2015,Adventure,PQube,0.0,0.03,0.05,0.01,0.09,86,7.0,9.3,20.0,5pb,M,0,Thường
Football Manager 2017,PC,2016,Simulation,Sega,0.0,0.09,0.0,0.01,0.09,81,41.0,4.3,57.0,Sports Interactive,E,0,Thường
Wild ARMs: Alter Code F,PS2,2003,Role-Playing,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,73,25.0,8.3,26.0,Media Vision,T,0,Thường
Army Corps of Hell,PSV,2011,Action,Square Enix,0.04,0.04,0.0,0.02,0.09,57,43.0,6.6,28.0,"Entersphere, Inc.",M,0,Thường
Shrek SuperSlam,XB,2005,Action,Activision,0.07,0.02,0.0,0.0,0.09,71,20.0,9.3,4.0,Shaba Games,E10+,0,Thường
Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.07,0.01,0.0,0.01,0.09,73,26.0,8.6,22.0,Other Ocean Interactive,M,0,Thường
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,71,36.0,9.0,25.0,Deadline Games,M,0,Thường
Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09,85,9.0,8.8,31.0,ProSoft,T,0,Thường
Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,71,13.0,8.5,10.0,Koei,T,0,Thường
Prinny: Can I Really Be the Hero?,PSP,2008,Platform,Tecmo Koei,0.03,0.0,0.05,0.01,0.09,72,45.0,7.0,41.0,Nippon Ichi Software,T,0,Thường
GripShift,PSP,2005,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09,70,37.0,8.7,22.0,Sidhe Interactive,E,0,Thường
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.08,0.0,0.0,0.01,0.09,45,10.0,8.1,31.0,Big Blue Bubble Inc.,T,0,Thường
Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09,44,4.0,5.4,7.0,Virtuos,M,0,Thường
Skies of Arcadia,DC,2000,Role-Playing,Sega,0.0,0.0,0.09,0.0,0.09,93,21.0,9.4,98.0,Overworks,T,0,Thường
NASCAR: Dirt to Daytona,GC,2002,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09,85,8.0,7.3,7.0,Monster Games Inc.,E,0,Thường
Road Trip,PS2,2002,Racing,Play It,0.04,0.03,0.0,0.01,0.09,80,4.0,9.0,41.0,Takara,E,0,Thường
Jimmie Johnson's Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,65,5.0,8.8,8.0,Isopod Labs,E10+,0,Thường
echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09,79,28.0,7.7,13.0,"SCE/WWS, SCE Japan Studio",E,0,Thường
Project Eden,PS2,2001,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09,71,20.0,7.8,8.0,Core Design Ltd.,T,0,Thường
Riviera: The Promised Land,PSP,2006,Role-Playing,505 Games,0.07,0.0,0.02,0.01,0.09,68,11.0,7.7,17.0,Sting,T,0,Thường
Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.02,0.09,49,12.0,5.8,32.0,Prope,E10+,0,Thường
Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.09,48,13.0,5.0,20.0,Ubisoft,M,0,Thường
Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.03,0.0,0.02,0.09,43,46.0,4.5,84.0,"Spark Unlimited, comcept",M,0,Thường
Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0.0,0.01,0.09,70,22.0,7.8,239.0,Mercury Steam,M,0,Thường
Ghosthunter,PS2,2003,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.09,69,44.0,8.7,22.0,SCE Studio Cambridge,T,0,Thường
Shadow of Destiny,PSP,2009,Adventure,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,54,6.0,8.2,5.0,Konami,T,0,Thường
Pro Evolution Soccer 2012,PC,2011,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02,0.09,77,13.0,6.4,88.0,Konami,,0,Thường
Mimana Iyar Chronicle,PSP,2009,Role-Playing,GungHo,0.07,0.0,0.01,0.01,0.09,45,6.0,5.8,8.0,GungHo,T,0,Thường
Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,0.04,0.03,0.0,0.02,0.09,57,27.0,5.8,19.0,Ubisoft,E10+,0,Thường
Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0.0,0.0,0.01,0.09,79,25.0,8.2,16.0,Aki Corp.,M,0,Thường
Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09,69,11.0,5.8,4.0,"Funatics Software, Funatics",T,0,Thường
JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,0.06,0.02,0.0,0.01,0.09,45,5.0,4.5,8.0,Trickstar Games,T,0,Thường
Astro Boy: Omega Factor,GBA,2003,Action,THQ,0.06,0.02,0.0,0.0,0.09,85,37.0,8.6,18.0,Hitmaker,E,0,Thường
Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,0.07,0.0,0.01,0.01,0.09,64,15.0,4.4,40.0,Nippon Ichi Software,T,0,Thường
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.09,65,16.0,7.3,11.0,Nippon Ichi Software,T,0,Thường
Fullmetal Alchemist: Dual Sympathy,DS,2005,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,0.09,58,15.0,7.3,12.0,Natsume,T,0,Thường
Lock's Quest,DS,2008,Strategy,THQ,0.08,0.0,0.0,0.01,0.09,80,32.0,8.7,27.0,5TH Cell,E,0,Thường
Rugby 2005,PS2,2005,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.09,71,15.0,8.6,19.0,HB Studios Multimedia,E,0,Thường
Pokemon Rumble World,3DS,2015,Action,Nintendo,0.0,0.01,0.08,0.0,0.09,58,16.0,6.4,69.0,"Ambrella, The Pokemon Company",E10+,0,Thường
Spectral Force Genesis,DS,2008,Role-Playing,Nobilis,0.08,0.0,0.01,0.01,0.09,46,8.0,7.0,5.0,"Neverland, Idea Factory",T,0,Thường
Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09,44,30.0,4.6,34.0,Hit Maker,T,0,Thường
DriveClub VR,PS4,2016,Racing,Sony Computer Entertainment,0.03,0.05,0.0,0.01,0.09,67,34.0,7.4,110.0,Evolution Studios,E,0,Thường
Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.06,0.02,0.0,0.01,0.09,37,39.0,3.6,31.0,Tecmo,M,0,Thường
Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,69,15.0,7.6,8.0,Loose Cannon Studios,E10+,0,Thường
Justice League Heroes,DS,2006,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,43,9.0,5.7,7.0,Sensory Sweep,E10+,0,Thường
Back to the Future: The Game,PS3,2011,Adventure,Telltale Games,0.07,0.01,0.0,0.01,0.09,66,5.0,6.8,51.0,Telltale Games,,0,Thường
Space Invaders Extreme,PSP,2008,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09,84,29.0,6.8,13.0,Taito Corporation,E,0,Thường
Mystic Heroes,GC,2002,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09,67,13.0,8.5,26.0,Koei,T,0,Thường
Zoids Assault,X360,2007,Strategy,Takara Tomy,0.08,0.0,0.0,0.01,0.09,46,17.0,7.3,7.0,Takara Tomy,T,0,Thường
Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.03,0.01,0.04,0.01,0.09,69,43.0,6.6,23.0,Omega Force,T,0,Thường
Freestyle Metal X,PS2,2003,Racing,Midway Games,0.04,0.03,0.0,0.01,0.09,67,25.0,8.3,17.0,Deibus Studios,T,0,Thường
